seccion_nro,seccion_name,circuito_nro,circuito_name,establecimiento,cant_mesas,desde,hasta,electores
19,Establecimientos Habilitados:                                     25,268,DOLORES,ESC MANUEL BELGRANO AV BELGRANO (B°FATIMA) 1.399,7,6514,6520,2387
19,Establecimientos Habilitados:                                     25,268,DOLORES,COLEGIO SAGRADO CORAZON HORMAECHE (B°JARDIN) 375,8,6521,6528,2728
19,Establecimientos Habilitados:                                     25,268,DOLORES,ESC C CENTENARIO-IPEM N° 146 PEDRO C MOLINA 145,8,6529,6536,2728
19,Establecimientos Habilitados:                                     25,268,DOLORES,ESC DOLORES AGUIRRE DE FUNES PEDRO C MOLINA S/N(B°TRADICION,7,6537,6543,2387
19,Establecimientos Habilitados:                                     25,269,LA PAZ,INST JUAN BAUTISTA ALBERDI LA PAZ,3,6544,6546,966
19,Establecimientos Habilitados:                                     25,269,LA PAZ,ESC PROV JOSE M PAZ VELEZ SARSFIELD Y BRAULIO FUNES,5,6547,6551,1608
19,Establecimientos Habilitados:                                     25,269A,QUEBRACHO LADEADO,ESC.PROV.J.M.ESTRADA PUBLICA,1,6552,6552,155
19,Establecimientos Habilitados:                                     25,269B,EL MANANTIAL,ESC PROV JUAN JOSE PASO RUTA NACIONAL 148 S/N,1,6553,6553,29
19,Establecimientos Habilitados:                                     25,270,LAS ROSAS,ESC MAGDALENA T DE CHARLES PUBLICA S/N,11,6554,6564,3771
19,Establecimientos Habilitados:                                     25,271,LAS TAPIAS,ESC LEOPOLDO LUG0NES LAS TAPIAS,4,6565,6568,1347
19,Establecimientos Habilitados:                                     25,272,LOS HORNILLOS,ESC JOSE DE SAN MARTIN GRAL SAN MARTIN S/N,3,6569,6571,978
19,Establecimientos Habilitados:                                     25,273,LUYABA,ESC.PROV.EMILIO F.OLMOS PUBLICA,4,6572,6575,1062
19,Establecimientos Habilitados:                                     25,274,SAN JAVIER,ESC GENERAL SAN MARTIN SAN JAVIER,3,6576,6578,814
19,Establecimientos Habilitados:                                     25,274A,LA POBLACION,ESCUELA PROVINCIAL PUBLICA S/N,2,6579,6580,355
19,Establecimientos Habilitados:                                     25,275,SAN JOSE,ESC EMILIO FELIPE OLMOS AV SAN MARTIN S/N,6,6581,6586,1963
19,Establecimientos Habilitados:                                     25,275A,LOS CERRILLOS,ESC GENERAL BARTOLOME MITRE LOS CERRILLOS,5,6587,6591,1717
19,Establecimientos Habilitados:                                     25,276,YACANTO,ESC GENERAL SAN MARTIN PUBLICA,3,6592,6594,787
20,Establecimientos Habilitados:                                     22,277,ALICIA,ESC JOSE MANUEL ESTRADA ALICIA,4,6595,6598,1320
20,Establecimientos Habilitados:                                     22,277,ALICIA,ESC FRAY CAYETANO RODRIGUEZ ALICIA,5,6599,6603,1648
20,Establecimientos Habilitados:                                     22,278,ALTOS DE CHIPION,ESC.PROV.RECONQUISTA SARMIENTO 543,6,6604,6609,1769
20,Establecimientos Habilitados:                                     22,279,ARROYITO,ESC MANUEL BELGRANO RIVADAVIA (B°CENTRO) 473,11,6610,6620,3784
20,Establecimientos Habilitados:                                     22,279,ARROYITO,ESC JOSE MARIA PAZ RIVADAVIA (B°CENTRO) 473,8,6621,6628,2746
20,Establecimientos Habilitados:                                     22,279,ARROYITO,INST DR D VELEZ SARSFIELD ARROYITO,14,6629,6642,4802
20,Establecimientos Habilitados:                                     22,279,ARROYITO,ESCUELA N°198(ESC GIMENEZ LAGO ARROYITO,13,6643,6655,4459
20,Establecimientos Habilitados:                                     22,279,ARROYITO,CERVELLON/NTRA S DE LA MERCED 9 DE JULIO (B°CENTRO) 465,9,6656,6664,3087
20,Establecimientos Habilitados:                                     22,279A,EL FUERTECITO,ESC PROV ALTE GUILLERMO BROWN ALICIA ROSSI 441,2,6665,6666,396
20,Establecimientos Habilitados:                                     22,280,BALNEARIA,ESC VICENTE LOPEZ Y PLANES 25 DE MAYO (B°IPV NORTE) 271,6,6667,6672,1962
20,Establecimientos Habilitados:                                     22,280,BALNEARIA,ESC PABLO JULIO RODRIGUEZ GENERAL LAVALLE (B°IPV NORTE) 150,7,6673,6679,2288
20,Establecimientos Habilitados:                                     22,280,BALNEARIA,INST JUAN BAUTISTA ALBERDI BALNEARIA,4,6680,6683,1304
20,Establecimientos Habilitados:                                     22,281,BEIRO,ESCUELA N°349 BEIRO,1,6684,6684,159
20,Establecimientos Habilitados:                                     22,282,BRINKMANN,COLEGIO MANUEL BELGRANO AV SEEBER (B°MANUEL BELGRANO) 317,8,6685,6692,2720
20,Establecimientos Habilitados:                                     22,282,BRINKMANN,ESC 25 DE MAYO 25 DE MAYO 975(B°25 DE MAYO),11,6693,6703,3736
20,Establecimientos Habilitados:                                     22,282,BRINKMANN,ESCUELA NAC. DE COMERCIO DR PITT FUNES B°BERTOSSI 547,5,6704,6708,1695
20,Establecimientos Habilitados:                                     22,283,CONCEPCION,ESC.PROV.M.MORENO TUCUMAN 483,5,6709,6713,1659
20,Establecimientos Habilitados:                                     22,283A,COLONIA PICHANAS,ESC CONGRESO DE TUCUMAN COLONIA PICHANAS,1,6714,6714,192
20,Establecimientos Habilitados:                                     22,285,DEVOTO,ESC CARLOS J FLORIT DEVOTO,10,6715,6724,3280
20,Establecimientos Habilitados:                                     22,285,DEVOTO,ESC DOMINGO F SARMIENTO DEVOTO,6,6725,6730,1966
20,Establecimientos Habilitados:                                     22,286,DIEZ DE JULIO,ESC PROV DOMINGO F SARMIENTO PUBLICA S/N,1,6731,6731,159
20,Establecimientos Habilitados:                                     22,287,DOS HERMANOS,ESC PROV L DE LA TORRE PUBLICA S/N,1,6732,6732,141
20,Establecimientos Habilitados:                                     22,288,EL ARAÑADO,ESC PROV CHACABUCO 25 DE MAYO 381,6,6733,6738,1873
20,Establecimientos Habilitados:                                     22,288A,VILLA SAN ESTEBAN,ESCUELA PROV. ANTONIO SOBRAL PUBLICA,1,6739,6739,115
20,Establecimientos Habilitados:                                     22,289,EL FORTIN,ESC PROV DOMINGO F SARMIENTO MATEO OLIVERO 576,4,6740,6743,1138
20,Establecimientos Habilitados:                                     22,290,EL TIO,ESC PROV JOSE MARIA PAZ 15 DE OCTUBRE 588,2,6744,6745,680
20,Establecimientos Habilitados:                                     22,290,EL TIO,IPEM N°166 CAP G DEL VALLE EL TIO,3,6746,6748,1018
20,Establecimientos Habilitados:                                     22,291,FREYRE,COL STA TERESITA DEL N JESUS BV 12 DE OCTUBRE 681,8,6749,6756,2648
20,Establecimientos Habilitados:                                     22,291,FREYRE,ESC FLORENTINO AMEGHINO FREYRE,10,6757,6766,3305
20,Establecimientos Habilitados:                                     22,291A,COLONIA ANITA,ESC PROV RAMON J CARCANO PUBLICA S/N,1,6767,6767,83
20,Establecimientos Habilitados:                                     22,292,ITURRASPE,ESC THOMAS ALVA EDISON ITURRASPE,1,6768,6768,145
20,Establecimientos Habilitados:                                     22,293,LA FRANCIA,INST COM SEC LA FRANCIA LA FRANCIA,4,6769,6772,1371
20,Establecimientos Habilitados:                                     22,293,LA FRANCIA,ESC PROV DAMAS PATRICIAS LA FRANCIA,6,6773,6778,2052
20,Establecimientos Habilitados:                                     22,294,LA PAQUITA,ESC PROV MARIANO MORENO ALTE BROWN 231,3,6779,6781,968
20,Establecimientos Habilitados:                                     22,294A,COLONIA VALTELINA,ESC PROV NICOLAS AVELLANEDA SARMIENTO S/N,1,6782,6782,195
20,Establecimientos Habilitados:                                     22,295,LA TORDILLA,ESC MARGARITA LA TORRE MERCADO 8 DE SEPTIEMBRE 107,5,6783,6787,1476
20,Establecimientos Habilitados:                                     22,295A,TORO PUJIO,ESC.PROV.J.M.ESTRADA PUBLICA,1,6788,6788,207
20,Establecimientos Habilitados:                                     22,296,LASPIUR,IPEM N°287-L LUGONES LASPIUR,7,6789,6795,2201
20,Establecimientos Habilitados:                                     22,297,LAS VARAS,ESC PROV MARIANO MORENO LAS VARAS,4,6796,6799,1177
20,Establecimientos Habilitados:                                     22,298,LAS VARILLAS,ESC NORM SUP D VELEZ SARSFIELD ESCRIBANO LUIS MORELLI 188,17,6800,6816,5814
20,Establecimientos Habilitados:                                     22,298,LAS VARILLAS,ESCUELA GRAL PAZ BUENOS AIRES 460,6,6817,6822,2052
20,Establecimientos Habilitados:                                     22,298,LAS VARILLAS,ESC BERNARDINO RIVADAVIA INDEPENDENCIA 294,8,6823,6830,2732
20,Establecimientos Habilitados:                                     22,298,LAS VARILLAS,ESC BARTOLOME MITRE SGTO CABRAL 521,10,6831,6840,3410
20,Establecimientos Habilitados:                                     22,299,LUXARDO,ESC CONSTANCIO LUXARDO PUBLICA S/N,2,6841,6842,370
20,Establecimientos Habilitados:                                     22,300,MARINA,INST SEC MANUEL DORREGO SARMIENTO 295,4,6843,6846,1233
20,Establecimientos Habilitados:                                     22,301,MARULL,ESC.REP DEL PARAGUAY BELGRANO 234,6,6847,6852,1759
20,Establecimientos Habilitados:                                     22,302,MAUNIER,ESC PROV GRAL SAN MARTIN PUBLICA S/N,1,6853,6853,147
20,Establecimientos Habilitados:                                     22,303,MIRAMAR,ESC.PROV.J.L.DE CABRERA JERONIMO LUIS DE CABRERA,6,6854,6859,2023
20,Establecimientos Habilitados:                                     22,304,MORTEROS,COLEGIO NACIONAL MIXTO MORTEROS,14,6860,6873,4760
20,Establecimientos Habilitados:                                     22,304,MORTEROS,ESC D VELEZ SARSFIELD EMILIO F OLMOS 375,10,6874,6883,3400
20,Establecimientos Habilitados:                                     22,304,MORTEROS,ESCUELA CRISTO REY BV 9 DE JULIO 1.008,15,6884,6898,5092
20,Establecimientos Habilitados:                                     22,304,MORTEROS,ESC BERNARDINO RIVADAVIA SARMIENTO 208,5,6899,6903,1695
20,Establecimientos Habilitados:                                     22,305,PORTEÑA,INST BERNARDINO RIVADAVIA PORTEÑA,7,6904,6910,2345
20,Establecimientos Habilitados:                                     22,305,PORTEÑA,ESC PROV 9 DE JULIO PORTEÑA,7,6911,6917,2338
20,Establecimientos Habilitados:                                     22,306,PROSPERIDAD,ESC PROV SANTIAGO DERQUI JUAREZ CELMAN 357,2,6918,6919,524
20,Establecimientos Habilitados:                                     22,307,QUEBRACHO HERRADO,ESC.PROV.AYACUCHO SARMIENTO,2,6920,6921,602
20,Establecimientos Habilitados:                                     22,308,SACANTA,INST MANUEL BELGRANO BELGRANO 960,4,6922,6925,1241
20,Establecimientos Habilitados:                                     22,308,SACANTA,ESCUELA ITUZAINGO ITUZAINGO 251,5,6926,6930,1550
20,Establecimientos Habilitados:                                     22,309,SAN BARTOLOME,ESC PROV PRIMERA JUNTA 9 DE JULIO 576,5,6931,6935,1452
20,Establecimientos Habilitados:                                     22,310,SAN FRANCISCO SECC. SUR,ESC N AVELLANEDA(IPEM N°50) RIVADAVIA 679,13,6936,6948,4436
20,Establecimientos Habilitados:                                     22,310,SAN FRANCISCO SECC. SUR,ESC GENERAL MITRE SANTA FE 538,9,6949,6957,3069
20,Establecimientos Habilitados:                                     22,310,SAN FRANCISCO SECC. SUR,COL SUP SAN MARTIN PJE CHAMPAGNAT (SUR) 57,13,6958,6970,4433
20,Establecimientos Habilitados:                                     22,310,SAN FRANCISCO SECC. SUR,ESCUELA 2 DE ABRIL FALUCHO Y PEATONAL LARREA N S/N,9,6971,6979,3069
20,Establecimientos Habilitados:                                     22,310,SAN FRANCISCO SECC. SUR,ESCUELA RIO NEGRO CASEROS(B°LA CONSOLATA) 518,11,6980,6990,3751
20,Establecimientos Habilitados:                                     22,310,SAN FRANCISCO SECC. SUR,ESCUELA N AVELLANEDA RIVADAVIA 648,16,6991,7006,5456
20,Establecimientos Habilitados:                                     22,310,SAN FRANCISCO SECC. SUR,ESCUELA RAFAEL NUÑEZ PARAGUAY(B°CATEDRAL) 1.776,9,7007,7015,3069
20,Establecimientos Habilitados:                                     22,310A,SAN FRANCISCO SECC. NORTE,ESC JOSE BERRNARDO ITURRASPE CABRERA(B°GENERAL ROCA) 1.736,17,7016,7032,5834
20,Establecimientos Habilitados:                                     22,310A,SAN FRANCISCO SECC. NORTE,ESC DOMINGO F SARMIENTO ALMAFUERTE (B°ROCA) 104,10,7033,7042,3430
20,Establecimientos Habilitados:                                     22,310A,SAN FRANCISCO SECC. NORTE,COL SAN FCO DE ASIS JUAN JOSE PASO (B°VELEZ SARSFIELD) 1.650,9,7043,7051,3087
20,Establecimientos Habilitados:                                     22,310A,SAN FRANCISCO SECC. NORTE,COLEGIO SAGRADO CORAZON 25 DE MAYO(B°ITURRASPE) 1.414,6,7052,7057,2058
20,Establecimientos Habilitados:                                     22,310A,SAN FRANCISCO SECC. NORTE,ESCUELA PRIMERA JUNTA ENTRE RIOS(B°GENERAL ROCA) 2.505,11,7058,7068,3773
20,Establecimientos Habilitados:                                     22,310A,SAN FRANCISCO SECC. NORTE,ESC PTE HIPOLITO IRIGOYEN JUJUY(B°ITURRASPE) 205,13,7069,7081,4459
20,Establecimientos Habilitados:                                     22,310A,SAN FRANCISCO SECC. NORTE,ESC JOSE MARIA PAZ REPUBLICA DEL LIBANO 1.009,10,7082,7091,3430
20,Establecimientos Habilitados:                                     22,311,SAN PEDRO,ESC PROV 9 DE JULIO COLONIA SAN PEDRO,1,7092,7092,281
20,Establecimientos Habilitados:                                     22,312,SAUZE,ESC.PROV.J.DE SAN MARTIN SAUZE,1,7093,7093,36
20,Establecimientos Habilitados:                                     22,313,SEEBER,ESCUELA N°149(HOY:JOSE SEEBER) SEEBER,2,7094,7095,637
20,Establecimientos Habilitados:                                     22,314,TRANSITO,ESC PROV R GUTIERREZ TRANSITO,9,7096,7104,2855
20,Establecimientos Habilitados:                                     22,315,VIGNAUD,COL MARIA AUXILIADORA ANA PASSADORE 611,2,7105,7106,624
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESC COMANDANTE ESPORA 3 DE FEBRERO(B° SUR) 362,12,7107,7118,4140
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESC VICTOR MERCANTE ANATOLE FRANCE(B°CARLOS PELLEGRINI) 360,8,7119,7126,2760
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,INST EL OBRAJE (ARRIBA) NIETO(B°POLUYAN) 17,6,7127,7132,2070
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,INST DE LA MISERICORDIA PADRE DOMINGO VIERA 151,10,7133,7142,3450
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,INST SUP ANGLO AMERICANO BV CARLOS PELLEGRINI 637,7,7143,7149,2415
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESC NAC NORM SUP ALTA GRACIA JOSE HERNANDEZ(B°CAMARA) 201,10,7150,7159,3450
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESCUELA SAN MARTIN URUGUAY(B°NORTE) 200,9,7160,7168,3105
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESC REPUBLICA ITALIANA COLEGIO 127 LALAHENES,8,7169,7176,2760
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,I.P.E.M. N° 298 RAFAEL LOZADA(B°CENTRO) 53,14,7177,7190,4830
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESCUELA CURA ELEODORO FIERRO RAMON J CARCANO(B°GOB A SABATTINI) 135,13,7191,7203,4484
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESCUELA JOSE MARIA PAZ LOS ANDES(B°CAMARA) 80,9,7204,7212,3096
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESCUELA MANUEL SOLARES ESPAÑA (B°SUR) 26,8,7213,7220,2752
21,Establecimientos Habilitados:                                      78,316,ALTA GRACIA,ESC SANTIAGO DE LINIERS B°LINIERS,1,7221,7221,344
21,Establecimientos Habilitados:                                      78,316A,ANIZACATE,ESC VICENTE LOPEZ Y PLANES ANIZACATE,4,7227,7230,1311
21,Establecimientos Habilitados:                                      78,316A,ANIZACATE,IPEM N° 118-JUANA AZURDUY SALOMON PALACIOS,5,7222,7226,1640
21,Establecimientos Habilitados:                                      78,316B,LA PAISANITA,ESC PROV DOMINGO F SARMIENTO PUBLICA S/N,1,7231,7231,131
21,Establecimientos Habilitados:                                      78,316C,LA RANCHERITA,LOCAL COMUNAL LA RANCHERITA,1,7232,7232,135
21,Establecimientos Habilitados:                                      78,316D,LA SERRANITA,ESC GENERAL MANUEL BELGRANO LA SERRANITA,1,7233,7233,344
21,Establecimientos Habilitados:                                      78,316E,LOS CEDROS,ESC PROV CATALINA E DE BARON ANICETO GRANADO S/N,3,7234,7236,909
21,Establecimientos Habilitados:                                      78,316F,VALLE DE ANIZACATE,IPET N° 118 JUANA AZURDUY SALOMON PALACIOS S/N,2,7237,7238,488
21,Establecimientos Habilitados:                                      78,316G,VILLA EL PRADO,ESC.PROV.J.HERNANDEZ CALLE 10 ESQ AV N 5,3,7239,7241,959
21,Establecimientos Habilitados:                                      78,316H,VILLA LA BOLSA,LOCAL COMUNAL VILLA LA BOLSA,3,7242,7244,823
21,Establecimientos Habilitados:                                      78,316I,VILLA LOS AROMOS,ESC PROV DOMINGO F SARMIENTO VILLA LOS AROMOS,2,7245,7246,662
21,Establecimientos Habilitados:                                      78,316J,VILLA PARQUE SANTA ANA,ESC.PROV.P.PIZZURNO CALLE 7 ESQUINA 4,6,7247,7252,1883
21,Establecimientos Habilitados:                                      78,317,BAJO CHICO,ESC PROV B DE MONTEAGUDO CALLE PUBLICA P/ANIZACATE,1,7253,7253,227
21,Establecimientos Habilitados:                                      78,318,RAFAEL GARCIA,ESC.PROV.FRENCH Y BERUTTI SARMIENTO Y BERUTTI(RAFAEL GARCIA),2,7254,7255,633
21,Establecimientos Habilitados:                                      78,319,BOUWER,ESC DR FLORENTINO F BUSTOS LIBERTADOR SAN MARTIN,5,7256,7260,1532
21,Establecimientos Habilitados:                                      78,320,BUENA VISTA,OLEGARIO V ANDRADE (CIRC 322) PUBLICA S/N -COSME NORTE,1,7261,7261,52
21,Establecimientos Habilitados:                                      78,322,COSME,ESC PROV OLEGARIO V ANDRADE PUBLICA S/N,1,7262,7262,87
21,Establecimientos Habilitados:                                      78,323,DESPEÑADEROS,INSTITUTO PRIVADO PIO XII PADRE BUTELER 229,9,7263,7271,3004
21,Establecimientos Habilitados:                                      78,323,DESPEÑADEROS,ESC PROV 25 DE MAYO CONGRESO 235,7,7272,7278,2331
21,Establecimientos Habilitados:                                      78,324,FALDA DEL CARMEN,ESC PROV DOMINGO F SARMIENTO PUBLICA S/N,3,7279,7281,994
21,Establecimientos Habilitados:                                      78,325,LOZADA,ESC.PROV.B.RIVADAVIA SARMIENTO 441,4,7282,7285,1363
21,Establecimientos Habilitados:                                      78,326,MALAGUEÑO,ESC PROV MANUEL BELGRANO GRAL BUSTOS 700,11,7286,7296,3740
21,Establecimientos Habilitados:                                      78,326,MALAGUEÑO,I.P.E.M.67-L.PIEDRABUENA MALAGUEÑO,8,7297,7304,2720
21,Establecimientos Habilitados:                                      78,326A,YOCSINA,COLEGIO JUAN XXIII BRIGADIER SAN MARTIN 231,7,7305,7311,2251
21,Establecimientos Habilitados:                                      78,326B,BARRIO PRIMERO DE MAYO,ESC PROV FRAY J S MARIA DE ORO CRUCERO GENERAL BELGRANO S/N,4,7312,7315,1045
21,Establecimientos Habilitados:                                      78,326C,SAN NICOLAS,ESC MARTIN M DE GUEMES A CASTELLANO,3,7316,7318,879
21,Establecimientos Habilitados:                                      78,327,MONTE RALO,ESC.DELL'ARMELLINA ITALIA,2,7319,7320,469
21,Establecimientos Habilitados:                                      78,328,POTRERO DE GARAY,ESC IPEM 32-EST POT DE GARAY LAS MONJITAS S/N,3,7321,7323,972
21,Establecimientos Habilitados:                                      78,328B,VILLA CIUDAD DE AMERICA,ESC.PROV.J.V.GONZALEZ RUTA N 5 KM 54,2,7324,7325,578
21,Establecimientos Habilitados:                                      78,329,SAN CLEMENTE,ESC.PROV.J.B.CABRAL PUBLICA,1,7326,7326,176
21,Establecimientos Habilitados:                                      78,330,SAN ISIDRO,ESC.PROV.M.MORENO PUBLICA,2,7327,7328,555
21,Establecimientos Habilitados:                                      78,330A,JOSE DE LA QUINTANA,ESCUELA DE MINERIA JOSE DE LA QUINTANA,2,7329,7330,454
21,Establecimientos Habilitados:                                      78,331,TOLEDO,ESC PROV JUAN B ALBERDI TOLEDO,8,7331,7338,2664
21,Establecimientos Habilitados:                                      78,331,TOLEDO,BACHILLERATO REINO DE ESPAÑA TOLEDO,3,7339,7341,996
22,Establecimientos Habilitados:                                     46,332,POZO NUEVO,ESC.PROV.FCO.PASCACIO MORENO POZO NUEVO,2,7342,7343,537
22,Establecimientos Habilitados:                                     46,333,CAMINIAGA,ESC V LOPEZ Y PLANES CAMINIAGA,2,7344,7345,429
22,Establecimientos Habilitados:                                     46,334,CHUÑAHUASI,ESC PROV MARIANO MORENO PUBLICA S/N,1,7346,7346,341
22,Establecimientos Habilitados:                                     46,335,CHAÑAR,I.P.E.T. N°17 CHAÑAR,8,7347,7354,2451
23,Establecimientos Habilitados:                                      4,336,ALMAFUERTE,COL NAC JOSE M ESTRADA URUGUAY 55,12,7355,7366,4069
23,Establecimientos Habilitados:                                      4,336,ALMAFUERTE,ESC REMEDIOS E DE SAN MARTIN CASTELLI 590,11,7367,7377,3729
23,Establecimientos Habilitados:                                      4,336,ALMAFUERTE,IPEM N° 299-DR S E NAUMCHIK SANTIAGO DEL ESTERO ESQ.FRAGUEIRO,6,7378,7383,2034
23,Establecimientos Habilitados:                                      4,337,ASCASUBI,ESC.M.G.PONCE DUSSAN ALACEVICH 86,7,7384,7390,2210
23,Establecimientos Habilitados:                                      4,337A,CNIA ALMADA,ESC PROV JUAN B ALBERDI SANTA ROSA 171,2,7391,7392,556
23,Establecimientos Habilitados:                                      4,338,CORRALITO,ESC PROV GRAL J DE SAN MARTIN PABLO A PIZZURNO 149,5,7393,7397,1614
23,Establecimientos Habilitados:                                      4,339,DALMACIO VELEZ,ESC PROV FRAY LUIS BELTRAN RIVADAVIA 283,4,7398,7401,1347
23,Establecimientos Habilitados:                                      4,340,HERNANDO,ESC GOB J F JAVIER DIAZ HERNANDO,7,7402,7408,2380
23,Establecimientos Habilitados:                                      4,340,HERNANDO,COLEGIO DIVINO CORAZON 25 DE MAYO 100,5,7409,7413,1700
23,Establecimientos Habilitados:                                      4,340,HERNANDO,ESC PABLO A PIZZURNO HERNANDO,9,7414,7422,3058
23,Establecimientos Habilitados:                                      4,340,HERNANDO,ESC LA STMA TRINIDAD COLON 102,7,7423,7429,2373
23,Establecimientos Habilitados:                                      4,341,JAMES CRAIK,INST SEC JOSE M ESTRADA JAMES CRAIK,6,7430,7435,2064
23,Establecimientos Habilitados:                                      4,341,JAMES CRAIK,ESC PROV J M SALGUEIRO JAMES CRAIK,7,7436,7442,2407
23,Establecimientos Habilitados:                                      4,342,LAS PERDICES,ESC PROV DOMINGO F SARMIENTO LAS PERDICES,6,7443,7448,2018
23,Establecimientos Habilitados:                                      4,342,LAS PERDICES,ESC CNEL DOMINGO GAY SAN LUIS Y GENERAL PAZ S/N,6,7449,7454,2016
23,Establecimientos Habilitados:                                      4,343,LOS ZORROS,ESC VICENTE LOPEZ Y PLANES SAN MARTIN 346,2,7455,7456,608
23,Establecimientos Habilitados:                                      4,344,OLIVA,ESC PROV BARTOLOME MITRE ALVEAR 320,7,7457,7463,2407
23,Establecimientos Habilitados:                                      4,344,OLIVA,C0LEGIO SAGRADO CORAZON DON BOSCO S/N,13,7464,7476,4459
23,Establecimientos Habilitados:                                      4,344,OLIVA,ESCUELA NAC.DE COMERCIO OLIVA,12,7477,7488,4116
23,Establecimientos Habilitados:                                      4,345,PAMPAYASTA NORTE,ESC PROV ANTARTIDA ARGENTINA PAMPAYASTA NORTE,2,7489,7490,412
23,Establecimientos Habilitados:                                      4,346,PAMPAYASTA SUD,ESC.PROV. REYES CATOLICOS RIVADAVIA 198,4,7491,7494,1269
23,Establecimientos Habilitados:                                      4,347,PUNTA DEL AGUA,ESC.PROV.S.A.GUTIERREZ PUBLICA,1,7495,7495,234
23,Establecimientos Habilitados:                                      4,347A,LAS ISLETILLAS,ESC PROV GABRIELA MISTRAL LAS ISLETILLAS,1,7496,7496,268
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,ESC PROV MODESTO ACUÑA AMINTA R DE HERRERA 455,12,7497,7508,4128
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,E.N.E.T. N°1 G.SAVIO Y MENDOZA,15,7509,7523,5160
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,INST ALEXIS CARREL GRAL PAZ Y ESPAÑA 390,17,7524,7540,5833
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,ESC PROV R E DE SAN MARTIN 25 DE FEBRERO 171,12,7541,7552,4116
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,ESC SUP DE COMERCIO D DE ROJAS S/N-B°LAS VILETAS,6,7553,7558,2058
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,COLEGIO JESUS MARIA Y JOSE SAN AGUSTIN 318,14,7559,7572,4802
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,ESC GREGORIA I PEREZ ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,10,7573,7582,3430
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,ESC JOSE M ZAPIOLA CHACABUCO 649,13,7583,7595,4459
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,ESCUELA N° 402 I.LA CATOLICA 190,13,7596,7608,4459
23,Establecimientos Habilitados:                                      4,348,RIO TERCERO,COLEGIO C SAAVEDRA LAMAS HILARIO CUADROS Y EDMUNDO CARTOS S/N,6,7609,7614,2058
23,Establecimientos Habilitados:                                      4,349,TANCACHA,ESC PROV JOSE M PAZ BARTOLOME MITRE 451,7,7615,7621,2339
23,Establecimientos Habilitados:                                      4,349,TANCACHA,ESC GRAL JOSE DE SAN MARTIN SARMIENTO 1.076,7,7622,7628,2338
23,Establecimientos Habilitados:                                      4,349A,GENERAL FOTHERINGHAM,ESC PROV GRAL BATOLOME MITRE SAN JUAN ESQ BELGRANO,2,7629,7630,366
24,Establecimientos Habilitados:                                     36,350,CANDELARIA,ESC PROV GRAL ARENALES CANDELARIA,2,7631,7632,376
24,Establecimientos Habilitados:                                     36,351,CAÑADA DE LUQUE,ESC.R.J.CARCANO CAÑADA DE LUQUE,4,7633,7636,1142
24,Establecimientos Habilitados:                                     36,351A,LA PAMPA,ESC PROV BERNARDINO RIVADAVIA PUBLICA S/N,2,7637,7638,671
24,Establecimientos Habilitados:                                     36,352,LAS PEÑAS,ESC.PROV.J.F.KENNEDY LIDORO CENTURION 324,5,7639,7643,1547
24,Establecimientos Habilitados:                                     36,352A,LOS MISTOLES,ESC PROV PEDRO N ARIAS PUBLICA S/N,1,7644,7644,132
24,Establecimientos Habilitados:                                     36,353,MACHA,ESC CEFERINO NAMUNCURA MACHA,1,7645,7645,98
24,Establecimientos Habilitados:                                     36,354,SANTA CATALINA,ESC PROV GREGORIA MATORRAS PUBLICA S/N,1,7646,7646,246
24,Establecimientos Habilitados:                                     36,355,SARMIENTO,ESC.PROV.S.MARTIN Y GOMEZ PUBLICA,3,7647,7649,951
24,Establecimientos Habilitados:                                     36,356,SIMBOLAR,ESC.PROV.F.AMEGHINO PUBLICA,1,7650,7650,301
24,Establecimientos Habilitados:                                     36,357,SINSACATE,ESC.PROV.CNEL. PRINGLES PUBLICA- CAMINO A SAN LORENZO,5,7651,7655,1465
24,Establecimientos Habilitados:                                     36,358,SITON,ESC.PROV.24 DE SEPTIEMBRE 8 DE DICIEMBRE S/N,2,7656,7657,491
24,Establecimientos Habilitados:                                     36,359,VILLA DEL TOTORAL,ESC PROV BARTOLOME MITRE BV.ALLENDE S/N,9,7658,7666,3102
